,who,what,when,where,why,how,text
32,0,0,0,England,workers,"be fully vaccinated against Covid , the BBC has been","Frontline NHS staff in England will have to be fully vaccinated against Covid, the BBC has been told, with workers given until spring to have both jabs"
33,0,0,0,UK,0,Conservative Owen Paterson 's suspension put on hold as UK,Conservative Owen Paterson's suspension put on hold as UK MPs vote to review the way their behaviour is policed
34,Indian Prime Minister Narendra Modi,"pledges his country , two decades",0,0,0,Indian Prime Minister Narendra Modi pledges his country will target,"Indian Prime Minister Narendra Modi pledges his country will target net zero carbon emissions by 2070, two decades later than COP26 climate conference target"
35,0,0,0,0,0,"undertake official visits during this time , Buckingham Palace says","The Queen advised by doctors to rest for two further weeks and will not undertake official visits during this time, Buckingham Palace says"
36,0,0,0,UK,Chancellor Rishi Sunak,"to pre-Covid levels by end of 2021 , Chancellor Rishi","UK economy to return to pre-Covid levels by end of 2021, Chancellor Rishi Sunak announces in Budget speech"
37,0,0,0,Buckingham Palace,The Queen,"being advised to rest , Buckingham Palace says","The Queen will not go to next week's COP26 climate change summit in Glasgow to meet world leaders, after being advised to rest, Buckingham Palace says"
38,0,0,0,Scotland,0,"Former Rangers , Everton and Scotland manager Walter Smith dies","Former Rangers, Everton and Scotland manager Walter Smith dies at age 73"
39,0,0,0,0,0,0,"UK National Living Wage set to be raised to £9.50 an hour, from £8.91 an hour, in Wednesday's budget"
40,US,announces it,0,US,0,to fully vaccinated travellers from 8 November .,US announces it will reopen its borders to fully vaccinated travellers from 8 November
41,Dubai ruler Sheikh Mohammed Al-Maktoum,ordered the hacking,0,Dubai,Dubai ruler Sheikh Mohammed Al-Maktoum,of mobile phones during his divorce custody case with Princess,"Dubai ruler Sheikh Mohammed Al-Maktoum ordered the hacking of mobile phones during his divorce custody case with Princess Haya, UK court says"
42,0,0,0,Japan,0,"her former classmate , a commoner , this month and","After years of controversy, Japan’s Princess Mako will marry her former classmate, a commoner, this month and give up her royal status"
43,0,0,0,UK,0,"5,000 overseas lorry drivers and 5,500 poultry workers will be","5,000 overseas lorry drivers and 5,500 poultry workers will be eligible for three-month UK visas until Christmas Eve"
44,0,0,0,US,0,a US deal freed a,"Two Canadians detained in China since 2018 are flying home, Trudeau says, after a US deal freed a Huawei executive"
45,North Korea,fires two ballistic missiles,0,North Korea,0,"two ballistic missiles , South Korea says .","North Korea fires two ballistic missiles, South Korea says"
46,0,0,0,Afghanistan,0,an FBI-wanted militant as interior minister .,"Taliban announce government for Afghanistan, led by one of their founders, with an FBI-wanted militant as interior
minister"
47,0,0,0,UK,UK,Russian state-backed news channel RT 's licence to broadcast in,"Russian state-backed news channel RT's licence to broadcast in UK revoked ""with immediate effect"", regulator Ofcom says"
48,0,0,0,0,0,"Legendary Australian leg-spinner Shane Warne , one of the greatest","Legendary Australian leg-spinner Shane Warne, one of the greatest cricketers of all time, dies of suspected heart attack aged 52"
49,0,0,0,Ukraine,Vladimir Putin,as humanitarian crisis grows in cities under Russian bombardment .,"Vladimir Putin insists Ukraine invasion ""going to plan"" as humanitarian crisis grows in cities under Russian bombardment"
50,0,0,0,Russia,0,in Ukrainian city of Mariupol where hundreds of civilians were,"Russia bombs theatre in Ukrainian city of Mariupol where hundreds of civilians were sheltering, deputy mayor says"
51,0,0,0,London,0,"Sarah Everard , judges rule","London's Metropolitan Police breached the rights of organisers of planned vigil for Sarah Everard, judges rule"
52,0,0,0,0,0,"hitting Chris Rock but refused ,","Will Smith was asked to leave Oscars ceremony after hitting Chris Rock but refused, Academy says"
53,0,0,0,Ukraine,0,"very promising "" in peace talks with Ukraine so far","""Nothing very promising"" in peace talks with Ukraine so far, Russian President Putin's spokesman says

Follow live updates here"
54,0,0,0,0,Will Smith,was unacceptable and inexcusable ” - Will Smith apologises after,“My behaviour was unacceptable and inexcusable” - Will Smith apologises after slapping Chris Rock at the Oscars
55,Rock,has launched formal review,0,0,it,launched formal review of incident .,"The Oscars film academy ""condemns"" Will Smith's slapping of Chris Rock and says it has launched formal review of incident"
56,0,0,0,0,0,Russian billionaire Roman Abramovich suffered symptoms of suspected poisoning at,"Russian billionaire Roman Abramovich suffered symptoms of suspected poisoning at peace talks in Kyiv earlier this month, spokesperson says"
57,More than 200 babies in England,might have survived if they,0,England,they,"given better maternity care by NHS Trust , BBC learns","More than 200 babies in England might have survived if they had been given better maternity care by NHS Trust, BBC learns"
58,Russia,"will "" drastically reduce "" assault",0,Russia,it,""" drastically reduce "" assault on Ukraine 's capital Kyiv","Russia says it will ""drastically reduce"" assault on Ukraine's capital Kyiv, where its advance is stalled"
59,0,0,0,0,0,should initially be issued over Downing Street parties that breached,Police recommend 20 fines should initially be issued over Downing Street parties that breached Covid lockdown rules
60,0,0,0,US,0,on Russian energy .,EU signs US gas deal to curb reliance on Russian energy
61,0,0,0,US,0,"dies aged 50 , band announces .","Drummer with US rock group Foo Fighters, Taylor Hawkins, dies aged 50, band announces"
62,0,0,0,0,0,dies aged 33 after being diagnosed with terminal brain cancer,The Wanted star Tom Parker dies aged 33 after being diagnosed with terminal brain cancer
63,0,0,0,0,"long "" : Actor Will Smith","is long "" : Actor Will Smith resigns from Oscars","""The list of those I have hurt is long"": Actor Will Smith resigns from Oscars Academy after slapping Chris Rock"
64,0,0,0,0,0,the parliamentary party pending investigation into allegations about conduct .,Tory MP David Warburton suspended from the parliamentary party pending investigation into allegations about conduct
65,0,0,0,Sacramento in California,This,"very tragic situation "" : At least six people dead","""This is a very tragic situation"": At least six people dead after automatic gunfire in busy nightlife area of Sacramento in California"
66,0,0,0,Russia,Shell,0,Shell to shut all petrol stations in Russia and will stop all spot purchases of oil from the country
67,0,0,0,Mariupol,0,"besieged Ukrainian city of Mariupol failed , as reports say","Second attempt to evacuate people trapped in besieged Ukrainian city of Mariupol failed, as reports say ceasefire broken again"
68,McDonald,“ can not ignore the needless human suffering ”,0,Russia,0,"will temporarily close all its restaurants in Russia , saying","McDonald’s will temporarily close all its restaurants in Russia, saying it “cannot ignore the needless human suffering unfolding in Ukraine”"
69,0,0,0,Ukraine,0,"into neighbouring countries , UN tells BBC Live updates here","Two million people have now fled Ukraine into neighbouring countries, UN tells BBC

 Live updates here:"
70,0,0,0,Mariupol,0,Russian strikes hit maternity and children 's hospital in Ukrainian,"Russian strikes hit maternity and children's hospital in Ukrainian city of Mariupol, officials say"
71,0,0,0,US,0,given genetically modified pig heart in world-first surgery dies two,"Man given genetically modified pig heart in world-first surgery dies two months after operation, US hospital says"
72,0,0,0,US,US,bans Russian oil imports as part of international moves against,US bans Russian oil imports as part of international moves against energy sector to punish Moscow for invading Ukraine
73,Twitter 's board,agrees to $ 44bn by Elon Musk,0,0,Twitter 's board,the social media giant 's potential .,"Twitter's board agrees to $44bn takeover by Elon Musk, who has promised to ""unlock"" the social media giant's potential"
74,0,0,0,Moscow,0,all Russian oil imports in major new sanctions package over,"EU unveils plan to ban all Russian oil imports in major new sanctions package over Moscow's war in Ukraine

Follow latest here"
75,0,0,0,0,0,first black female justice in the 233-year history of US,Ketanji Brown Jackson to become first black female justice in the 233-year history of US Supreme Court after Senate confirmation
76,0,0,0,Russia,Russia,0,Russia suspended from UN Human Rights Council
77,MI5 agent,alleged to have exploited his status can not be named by the BBC,0,0,MI5 agent,0,"MI5 agent alleged to have exploited his status to abuse a partner cannot be named by the BBC, High Court rules"
78,0,0,0,Earth,0,a huge asteroid collided with the Earth .,Scientists may have found the first fossil remains of a dinosaur that died on the very day a huge asteroid collided with the Earth
79,Ed Sheeran,wins High Court copyright battle,0,0,Ed Sheeran,0,Ed Sheeran wins High Court copyright battle over 2017 hit Shape of You
80,0,0,0,0,0,Twitter worth almost $ 3bn .,Tesla boss Elon Musk buys 9.2 Percent stake in Twitter worth almost $3bn
81,Lam,held on as Hong Kong 's through mass protests,0,Hong Kong,She,Hong Kong 's leader through mass protests,"She held on as Hong Kong's leader through mass protests. Now, Carrie Lam says she won't seek a second term in power"
82,0,0,0,0,It,"the abundant renewable energy "" UN Secretary General Antonio Guterres","""It's time to stop burning our planet and start investing in the abundant renewable energy""

UN Secretary General Antonio Guterres says ""leaders must lead"" but also urges people to ""demand that renewable energy is introduced now at speed and at scale"""
83,UN,"'s "" now or never "" to avoid disastrous climate change",0,0,it,"or never "" to avoid disastrous climate change - but","UN says it's ""now or never"" to avoid disastrous climate change - but we can do it if we make drastic changes to how we live"
84,0,0,0,0,0,Legendary EastEnders actress June Brown .,Obituary: Legendary EastEnders actress June Brown
85,0,0,0,0,0,dies aged 95 .,"June Brown, who played Dot Cotton on BBC soap EastEnders for more than 30 years, dies aged 95"
86,0,0,0,0,Ukraine,Ukraine accuses Russia of genocide,"BBC witnesses more evidence of atrocities against civilians near Kyiv, as Ukraine accuses Russia of genocide"
87,Russian warship Moskva,"has sunk , state media says , a day",0,0,it,"Russian warship Moskva has sunk , state media says ,","Russian warship Moskva has sunk, state media says, a day after it was reported damaged by fire or a Ukrainian missile strike"
88,0,0,0,Ukraine,0,"for Russian oil , Ukraine 's President Zelensky tells BBC","Blood money being paid for Russian oil, Ukraine's President Zelensky tells BBC"
89,0,0,0,Rwanda,0,miles away to Rwanda and military to take control of,"Some UK asylum seekers to be sent 4,000 miles away to Rwanda and military to take control of patrolling Channel, PM Boris Johnson announces"
90,0,0,0,New York City,0,0,Police arrest man suspected of shooting 10 commuters in rush hour attack at New York City subway station
91,0,0,0,UK,0,IS fanatic Ali Harbi Ali given whole-life jail sentence for,IS fanatic Ali Harbi Ali given whole-life jail sentence for murdering UK MP Sir David Amess
92,0,0,0,Downing Street,0,0,UK Prime Minister Boris Johnson and Chancellor Rishi Sunak will be fined over Downing Street lockdown parties
93,0,0,0,0,DJ Tim Westwood,following sexual misconduct claims .,DJ Tim Westwood steps down from Capital Xtra show following sexual misconduct claims
94,0,0,0,France,Emmanuel Macron,"for clear victory in France ’s presidential election , beating","Emmanuel Macron set for clear victory in France’s presidential election, beating far right candidate Marine Le Pen, projections show"
95,0,0,0,England,0,"of pandemic were "" unlawful "" , High Court judges","Government policies of discharging patients from hospital to care homes in England at start of pandemic were ""unlawful"", High Court judges rule"
96,Parish,'s resigning as an MP after admitting he,0,0,he,pornography twice in the House of Commons .,Neil Parish says he's resigning as an MP after admitting he watched pornography twice in the House of Commons
97,0,0,0,0,0,"Conservative MP Neil Parish , who is being investigated for","Conservative MP Neil Parish, who is being investigated for allegedly watching pornography in the House of Commons, expected to resign - BBC told"
98,0,0,0,Syria,British-born Islamic State militant Alexanda Kotey,British-born Islamic State militant Alexanda Kotey sentenced to life over,British-born Islamic State militant Alexanda Kotey sentenced to life over murders of American hostages in Syria
99,0,0,0,0,0,Former Wimbledon champion Boris Becker jailed for two and half,Former Wimbledon champion Boris Becker jailed for two and half years for hiding assets to avoid paying debts
100,0,0,0,0,0,Conservative MP Neil Parish investigated for allegedly watching pornography in,Conservative MP Neil Parish investigated for allegedly watching pornography in the House of Commons
101,0,0,0,US,0,Russia warns West against sending more weapons,"US President Biden proposes record $33bn aid package to help Ukraine, hours after Russia warns West against sending more weapons"
102,0,0,0,London,Man,in south-east London .,Man charged with murders of four family members stabbed to death in south-east London
103,0,0,0,Mariupol,0,"the Ukrainian city of Mariupol is underway , UN says","Evacuation of civilians trapped in a steel plant in the Ukrainian city of Mariupol is underway, UN says

Follow the latest"
104,0,0,0,Ukraine,0,"British national killed in Ukraine and second is missing ,","British national killed in Ukraine and second is missing, Foreign Office says"
105,0,0,0,0,Ex-Radio 1 DJ Tim Westwood,"of sexual misconduct by multiple women , in joint investigation","Ex-Radio 1 DJ Tim Westwood accused of sexual misconduct by multiple women, in joint investigation by BBC and Guardian"
106,0,0,0,0,Will Smith,slapping comic Chris Rock at the Oscars .,Will Smith banned from Oscars gala and other Academy events for 10 years after slapping comic Chris Rock at the Oscars
107,Murty,will pay UK taxes,0,UK,she,"her overseas income , following a row over her non-dom","UK Chancellor Rishi Sunak's wife Akshata Murty announces she will pay UK taxes on her overseas income, following a row over her non-dom status"
108,0,0,0,UK,0,by new UK sanctions .,Russian President Vladimir Putin's daughters targeted by new UK sanctions
109,0,0,0,London,Man,with minimum term of 36 years for murder of London,Man jailed for life with minimum term of 36 years for murder of London primary school teacher Sabina Nessa
110,0,0,0,Ukraine,0,feared dead and more than 100 wounded after missile strike,Dozens feared dead and more than 100 wounded after missile strike on railway station used to evacuate civilians in Ukraine
111,0,0,0,Kyiv,0,talks with Ukraine 's President Zelensky,UK Prime Minister Boris Johnson is in Kyiv for talks with Ukraine's President Zelensky
112,0,0,0,New York,0,person of interest in subway shooting that injured more than,"New York police name Frank James, 62, as person of interest in subway shooting that injured more than 20"
113,0,0,0,"Brooklyn , New York",0,"Multiple people injured in subway shooting in Brooklyn , New","Multiple people injured in subway shooting in Brooklyn, New York"
114,0,0,0,UK,0,at least 30 more Downing Street lockdown fines .,UK police issue at least 30 more Downing Street lockdown fines
115,0,0,0,UK,0,Khan guilty of sexually assaulting 15-year-old boy at party in,UK MP Imran Ahmad Khan guilty of sexually assaulting 15-year-old boy at party in 2008
116,0,0,0,UK,0,"found guilty of murdering UK MP Sir David Amess ,","Man found guilty of murdering UK MP Sir David Amess, who was stabbed more than 20 times during constituency surgery"
117,Russia,bans UK Prime Minister Boris Johnson,0,Ukraine,Russia,other senior ministers from entering Russia over the UK 's,"Russia bans UK Prime Minister Boris Johnson and other senior ministers from entering Russia over the UK's ""hostile"" stance on the war in Ukraine"
118,0,0,0,0,0,into fatal shooting by actor Alec Baldwin finds production company,"Report into fatal shooting by actor Alec Baldwin finds production company showed ""plain indifference"" to employee safety"
119,Police,have spoken to First Minister Nicola Sturgeon after she,0,Scotland,she,filmed apparently breaching Scotland 's face mask rules and no,Police say they have spoken to First Minister Nicola Sturgeon after she was filmed apparently breaching Scotland's face mask rules and no further action necessary
120,0,0,0,Lviv,officials,"in western Ukrainian city of Lviv , officials say ,","Seven people killed in missile strikes in western Ukrainian city of Lviv, officials say, in a marked escalation in attacks"
121,0,0,0,0,0,and teenage boy guilty of murdering five-year-old Logan Mwangi .,"Mother, stepdad and teenage boy guilty of murdering five-year-old Logan Mwangi"
122,0,0,0,0,0,found guilty of murdering six-year-old Rikki Neave 28 years ago,James Watson found guilty of murdering six-year-old Rikki Neave 28 years ago
123,0,0,0,0,0,storm last Mariupol hold-out .,Russian President Vladimir Putin abandons plan to storm last Mariupol hold-out
124,0,0,0,0,0,"company secretly owned by a sanctioned Russian oligarch , documents","A woman who has given more than £2m to the Conservative Party was listed as a director of a company secretly owned by a sanctioned Russian oligarch, documents seen by the BBC indicate"
125,0,0,0,UK,0,0,UK MPs approve inquiry into whether Prime Minister Boris Johnson misled Parliament over parties held during Covid lockdown
126,0,0,0,Kyiv,reports,Intense fighting north west of Kyiv as reports suggest bulk,"Intense fighting north west of Kyiv as reports suggest bulk of Russian forces just 25km from the Ukrainian capital

Follow live updates:"
127,0,0,0,0,0,0,"Three people, including one child, killed in maternity hospital bombing in Mariupol, says Ukraine official"
128,0,0,0,"Ukraine , Lviv",134,At least 35 people killed and 134 injured in Russian,"At least 35 people killed and 134 injured in Russian missile attack on military training base in western Ukraine, Lviv regional governor says

Follow live updates:"
129,0,0,0,Guangxi province,A China Eastern Airlines Boeing 737 plane carrying 133 people on board,", Chinese state media is reporting .","A China Eastern Airlines Boeing 737 plane carrying 133 people on board crashed in Guangxi province, Chinese state media is reporting"
130,0,0,0,UK,sanctions,Russian billionaire and ex-Arsenal shareholder Alisher Usmanov says he ditched,Russian billionaire and ex-Arsenal shareholder Alisher Usmanov says he ditched UK mansions before sanctions came into force
131,0,0,0,0,0,""" fundamentally flawed "" , watchdog finds .","London Metropolitan Police's approach to tackling corruption within its ranks is ""fundamentally flawed"", watchdog finds"
132,0,0,0,North Korea,0,"banned intercontinental missile for first time since 2017 , according","North Korea tests banned intercontinental missile for first time since 2017, according to South Korea"
133,0,0,0,US,0,dies aged 84 .,"Madeleine Albright, first woman to become US secretary of state, dies aged 84"
134,0,0,0,0,0,0,Gas incident closes London Aquatics Centre
135,0,0,0,UK,UK prices,"the fastest for 30 years - as fuel , energy","UK prices rose by 6.2 Percent in the 12 months to February - the fastest for 30 years - as fuel, energy and food costs surged"
136,World number one Ashleigh Barty,has announced her retirement,0,0,0,– aged just 25 .,"World number one Ashleigh Barty has announced her retirement from tennis to ""chase other dreams"" – aged just 25"
137,0,0,0,UK,0,British-Iranian nationals Nazanin Zaghari-Ratcliffe and Anoosheh Ashoori back in UK,British-Iranian nationals Nazanin Zaghari-Ratcliffe and Anoosheh Ashoori back in UK after years of Iranian detention
138,0,0,0,US,0,"war criminal "" , something the Kremlin says is ""","US President Joe Biden calls Russia's Vladimir Putin a ""war criminal"", something the Kremlin says is ""unforgivable rhetoric"""
139,British-Iranian Nazanin Zaghari-Ratcliffe,is on her way home to UK after nearly six years,0,Iran,British-Iranian Nazanin Zaghari-Ratcliffe,British-Iranian Nazanin Zaghari-Ratcliffe is on her way home to UK,"British-Iranian Nazanin Zaghari-Ratcliffe is on her way home to UK after nearly six years in detention in Iran, says MP"
140,0,0,0,0,0,first female jockey to win Cheltenham Gold Cup .,Rachael Blackmore makes history and becomes first female jockey to win Cheltenham Gold Cup
141,0,0,0,0,0,of indecent exposure that predate her murder .,"Wayne Couzens, the police officer who killed Sarah Everard, charged with four counts of indecent exposure that predate her murder"
142,Abramovich,is selling the club,0,Ukraine,he,""" net proceeds "" to go to charitable foundation to","Chelsea FC owner Roman Abramovich says he is selling the club with ""net proceeds"" to go to charitable foundation to help victims of war in Ukraine"
143,0,0,0,Kyiv,0,Russian missile strike hits TV tower in Ukrainian capital Kyiv,"Russian missile strike hits TV tower in Ukrainian capital Kyiv, killing five people, emergency services say"
144,0,0,0,0,0,all Russian football clubs and national teams from all competitions,Fifa and Uefa ban all Russian football clubs and national teams from all competitions
145,0,0,0,Russia,0,"in Russian state-owned oil firm Rosneft after Russia 's ""","BP to offload 19.75 Percent stake in Russian state-owned oil firm Rosneft after Russia's ""act of aggression in Ukraine"""
146,EU,"to provide weapons , close its airspace and ban two Russian state media outlets",0,Ukraine,EU,to Russian flights and ban two Russian state media outlets,"EU to provide weapons to Ukraine, close its airspace to Russian flights and ban two Russian state media outlets

Follow live updates"
147,0,0,0,Kharkiv,0,"battle Russian troops on streets of second-largest city , Kharkiv","Ukraine forces battle Russian troops on streets of second-largest city, Kharkiv, officials say. Follow live updates"
148,0,0,0,US,0,of Russian banks from main international payment system Swift .,"EU, US and allies agree to cut off a number of Russian banks from main international payment system Swift"
149,0,0,0,0,0,"'s Russian owner Roman Abramovich to hand over "" stewardship","Chelsea's Russian owner Roman Abramovich to hand over ""stewardship and care"" of club to its charitable foundation"
150,0,0,0,Poland,Poland,0,Poland refuses to play next month's 2022 World Cup qualifier against Russia over Ukraine invasion
151,0,0,0,Heathrow Airport,British Airways,all short-haul flights from Heathrow Airport until midday amid ongoing,British Airways cancels all short-haul flights from Heathrow Airport until midday amid ongoing technical issues
152,0,0,0,UK,UK,0,UK to introduce sanctions against Russian President Vladimir Putin and Foreign Minister Sergey Lavrov following invasion of Ukraine
153,0,0,0,London,0,pleads guilty to murdering London primary school teacher Sabina Nessa,Man pleads guilty to murdering London primary school teacher Sabina Nessa
154,0,0,0,US,0,"first black female judge to the Supreme Court , Judge","President Joe Biden will nominate first black female judge to the Supreme Court, Judge Ketanji Brown Jackson, US media reports"
155,0,0,0,Ukraine,0,League final moved from Russia to France following invasion of,Champions League final moved from Russia to France following invasion of Ukraine
156,0,0,0,Ukraine,0,"confirms pre-dawn missile strikes , targeting both military and civilian","President Volodymyr Zelensky confirms pre-dawn missile strikes, targeting both military and civilian sites in Ukraine"
157,0,0,0,Russia,0,' special military operation ' in eastern Ukraine in televised,Russia's President Vladimir Putin announces a 'special military operation' in eastern Ukraine in televised speech
158,0,0,0,Russia,Russia,"' major war in Europe ' any day now ,","Russia could start 'major war in Europe' any day now, Ukraine's president warns in late-night speech to nation"
159,0,0,0,Ukraine,0,"Ukraine lasting 30 days , country 's top security official","State of emergency to be declared in Ukraine lasting 30 days, country's top security official says"
160,0,0,0,Scotland,0,"'s legal Covid restrictions , including the wearing of face","Scotland's legal Covid restrictions, including the wearing of face coverings, will end on 21 March"
161,0,0,0,UK,UK,five Russian banks and freezes assets of three wealthy individuals,"UK imposes sanctions on five Russian banks and freezes assets of three wealthy individuals, Prime Minister Boris Johnson announces"
162,0,0,0,Russia,Russia,"two breakaway regions of Ukraine controlled by Russian-backed separatists ,","Russia to recognise the independence of two breakaway regions of Ukraine controlled by Russian-backed separatists, in a move likely to escalate fears of an invasion"
163,0,0,0,UK,0,"PM also says from 1 April the government will ""","Free mass lateral flow testing will stop on 1 April, Boris Johnson says 

UK PM also says from 1 April the government will ""no longer recommend use of voluntary Covid status certification"""
164,0,0,0,0,We,"remaining domestic restrictions in law "" UK PM Boris Johnson","""We will remove all remaining domestic restrictions in law""

UK PM Boris Johnson announces end to the legal requirement to self-isolate after positive Covid test"
165,0,0,0,England,0,Legal requirement to self-isolate after positive Covid test in England,"Legal requirement to self-isolate after positive Covid test in England to end on Thursday, UK PM Boris Johnson confirms"
166,0,0,0,UK,Over-75s and the most vulnerable over-12s across UK,most vulnerable over-12s across UK will be offered another Covid,Over-75s and the most vulnerable over-12s across UK will be offered another Covid booster jab from spring
167,0,0,0,0,0,0,"Jamal Edwards, founder of the SBTV YouTube channel which helped launch Dave, Ed Sheeran and Jessie J, has died at 31"
168,0,0,0,Buckingham Palace,The Queen,"tested positive for Covid and has "" mild cold-like symptoms","The Queen has tested positive for Covid and has ""mild cold-like symptoms"" but expects to carry out light duties this week, says Buckingham Palace"
169,0,0,0,Greece,the passengers,"found alive , authorities say .","One of the passengers missing aboard a ferry that caught fire near Greece on Friday is found alive, authorities say"
170,Ukraine,is invaded by Russia the shock,0,Russia,Ukraine,0,"If Ukraine is invaded by Russia the shock will “echo around the world"", says UK Prime Minister Boris Johnson"
171,0,0,0,Tokyo,Great Britain,Great Britain stripped of silver medal in men 's 4x100m,Great Britain stripped of silver medal in men's 4x100m relay at Tokyo Olympics after team member CJ Ujah found to have committed doping violation
172,0,0,0,London,New red weather,"New red weather warning issued for Storm Eunice , covering","New red weather warning issued for Storm Eunice, covering London and the south-east of England - follow live updates"
173,0,0,0,UK,Storm Eunice,to red - meaning danger to life from flying debris,Storm Eunice warning upgraded to red - meaning danger to life from flying debris - for parts of the UK on Friday
174,0,0,0,"Skegness , England",0,"On-the-run sex offender Paul Robson caught in Skegness , England","On-the-run sex offender Paul Robson caught in Skegness, England, by police four days after absconding from open prison"
175,0,0,0,Sydney,0,named locally as 35-year-old British diving instructor Simon Nellist .,Man killed in Sydney shark attack named locally as 35-year-old British diving instructor Simon Nellist
176,0,0,0,Scotland and Wales,0,Children aged between five and 11 in England to be,"Children aged between five and 11 in England to be offered low-dose Covid vaccine, UK government says, after similar move in Scotland and Wales"
177,0,0,0,0,0,to Saudi citizen .,Police to investigate claims that Prince Charles' charity offered honours help to Saudi citizen
178,0,0,0,US,Prince Andrew and Virginia Giuffre,reach out-of-court settlement over civil sex assault claim filed in,Prince Andrew and Virginia Giuffre reach out-of-court settlement over civil sex assault claim filed in US
179,Djokovic,would rather skip future tournaments,0,0,he,would rather skip future tournaments than be forced to get,"Novak Djokovic says he would rather skip future tournaments than be forced to get a Covid jab, in an exclusive BBC interview"
