,who,what,when,where,why,how,text
195,0,0,0,0,Ex-soldier,over French girl 's murder .,Maëlys de Araujo: Ex-soldier faces verdict over French girl's murder
196,0,0,0,0,French tourist Benjamin Brière,French tourist Benjamin Brière jailed in Iran on spying charges,French tourist Benjamin Brière jailed in Iran on spying charges
197,0,0,0,0,0,Far - right journalist cast as Macron election rival,Eric Zemmour: Far-right journalist cast as Macron election rival
198,0,0,0,0,0,Nationalist cleric Moqtada al - Sadr claims victory in Iraq,Nationalist cleric Moqtada al-Sadr claims victory in Iraq's election
199,0,0,0,0,0,over migrant deportations .,US Haiti envoy quits over migrant deportations
200,0,0,0,0,Protesters,0,Protesters defy Taliban intimidation in Afghanistan
201,0,0,0,0,0,0,Guinea opposition leader backs coup against President Alpha Condé
202,0,0,0,0,Rihanna,made national hero as Barbados becomes republic .,Rihanna made national hero as Barbados becomes republic
203,0,0,0,0,Somali journalist Abdiaziz Mohamud Guled,Somali journalist Abdiaziz Mohamud Guled killed in suicide attack .,Somali journalist Abdiaziz Mohamud Guled killed in suicide attack
204,0,0,0,0,France,0,France investigates rape of soldier at Élysée palace
205,0,0,0,0,0,Ex-French president Francois Hollande testifies over 2015 Paris attacks .,Ex-French president Francois Hollande testifies over 2015 Paris attacks
206,0,0,0,0,0,0,US Supreme Court scrutinises Biden vaccine mandates
207,0,0,0,0,Barbra Streisand,to late film director .,Peter Bogdanovich: Barbra Streisand leads tributes to late film director
208,0,0,0,Citroën,0,normalising sexual harassment .,Citroën Egypt advert accused of normalising sexual harassment
209,0,0,0,0,0,Canadian filmmaker dies aged 58 .,Jean-Marc Vallée: Canadian filmmaker dies aged 58
210,0,0,0,0,0,Saudi entertainment boom raises harassment fears .,Saudi entertainment boom raises harassment fears
211,0,0,0,0,0,0,Albert Benaiges: Ex-Barcelona academy chief faces sex abuse claims
212,0,0,0,0,0,0,"Valérie Pécresse: Part-Thatcher, part-Merkel and wants to run France"
213,0,0,0,0,0,0,US to reopen borders to vaccinated travellers after 20 months
214,0,0,0,0,0,0,How the world is reacting to the climate summit.
215,0,0,0,0,0,0,Who is Greta Thunberg and what are her aims?
216,0,0,0,0,0,"is monumental step forward , Joe Biden says .","Infrastructure bill is monumental step forward, Joe Biden says"
217,0,0,0,0,0,all of us,What Alaska’s shrinking island means for all of us
218,0,0,0,0,0,school reusable bottle campaign to COP26 .,"Boy, 7, takes school reusable bottle campaign to COP26"
219,0,0,0,0,0,Covid booster jabs to open earlier for pre-booking in England,Covid booster jabs to open earlier for pre-booking in England
220,0,0,0,0,0,0,How the world is reacting to the climate summit
221,0,0,0,0,0,0,US lawmakers approve $1tn in infrastructure spending
222,0,0,0,Diwali,0,turns toxic after Diwali fireworks .,Delhi air turns toxic after Diwali fireworks
223,0,0,0,0,pop star Zara Larsson,How pop star Zara Larsson made a seven - figure,How pop star Zara Larsson made a seven-figure sum on Roblox
224,0,0,0,0,0,its entire art collection .,The Rotterdam museum set to display its entire art collection
225,0,0,0,0,0,0,"Hello, Senator? This is the Duchess of Sussex calling"
226,0,0,0,0,0,0,Instagram post previews to return on Twitter
227,George Clooney,asks media,0,0,George Clooney,0,George Clooney asks media not to publish photos of his children
228,0,0,0,0,Greta Thunberg,tells mass rally that ' world is burning ' .,Greta Thunberg tells mass rally that 'world is burning'
229,0,0,0,0,0,0,Where are we at with Covid?
230,0,0,0,0,0,0,What Second Life can teach us about Mark Zuckerberg's metaverse
231,0,0,0,0,0,0,"Leaders need to listen to the planet, say activists at the COP26 climate conference"
232,0,0,0,0,0,'s big fix of 1919 .,The sports data pioneer who spotted baseball's big fix of 1919
233,0,0,0,0,0,0,What can you expect from today at the COP26 climate conference?
234,0,0,0,0,0,0,"A journey from slum to Sydney, upended by the pandemic"
235,0,0,0,0,you,0,Halloween's over - so what should you do with your costume?
236,0,0,0,0,the skyscraper,skyscraper still have a future ?,Does the skyscraper still have a future?
237,0,0,0,0,0,calls snap election .,Portugal's president calls snap election
238,0,0,0,0,It,- sustainably ' .,My Day at COP26: 'It's my job to keep the summit fed - sustainably'
239,0,0,0,0,0,is net zero and how are countries around the world,What is net zero and how are countries around the world doing?
240,0,0,0,0,0,"Mysterious LA jetpack man was probably a balloon , say","Mysterious LA jetpack man was probably a balloon, say investigators"
241,0,0,0,0,0,0,Turkey investigates posts about president's health
242,0,0,0,0,0,put online .,Map of Isle of Man's defibrillators put online
243,0,0,0,0,0,0,What to look out for today at the COP26 climate conference
244,she,thinks her case,0,0,she,0,Amanda Knox on how she thinks her case would be viewed today
245,0,0,0,0,0,show rapid rebound after Covid dip .,Carbon emissions show rapid rebound after Covid dip
246,0,0,0,0,0,0,190 nations and organisations pledge to quit coal
247,0,0,0,0,0,Iran nuclear deal : Talks to resume within weeks .,Iran nuclear deal: Talks to resume within weeks
248,Nine - year - old Makenna,had to go to hospital after everyone,0,0,0,everyone in her family contracted Covid,Nine-year-old Makenna had to go to hospital after everyone in her family contracted Covid
249,US central bank,is reducing its bond - buying programme,0,0,US central bank,US central bank is reducing its bond - buying programme,US central bank is reducing its bond-buying programme
250,0,0,0,Libya,Libya,0,Libya could work with US on extraditing man wanted over 1988 Lockerbie bombing
251,0,0,0,0,0,longest - lasting ' snow patch melts away .,UK's 'longest-lasting' snow patch melts away
252,0,0,0,0,Boris Johnson and Sir David Attenborough,0,Did Boris Johnson and Sir David Attenborough break face mask rules at COP26 climate summit?
253,Microsoft Teams,adds 3D avatars,0,0,0,adds 3D avatars as it lays out metaverse ambitions .,Microsoft Teams adds 3D avatars as it lays out metaverse ambitions
254,0,0,0,Europe,0,after French backlash .,Hijab campaign tweets pulled by Council of Europe after French backlash
255,0,0,0,0,0,0,Liverpool captain Jordan Henderson visits NHS staff at hospital
256,0,0,0,0,0,0,The Cryptoqueen's £13.5m London penthouse
257,0,0,0,0,0,0,The woman defying the Taliban on girls' education
258,0,0,0,0,0,0,"What happened at the COP26 climate conference yesterday?

Here's what you need to know"
259,0,0,0,0,0,0,Revealed: The Cryptoqueen's £13.5m London penthouse
260,0,0,0,0,Republican,Republican seizes lead in Virginia governor race .,Glenn Youngkin: Republican seizes lead in Virginia governor race
261,0,0,0,0,Gambians,their solar power .,Why Gambians cannot sell their solar power
262,0,0,0,0,0,of facial recognition software .,Facebook to end use of facial recognition software
263,0,0,0,0,0,0,Job-seekers turn to TikTok to post 'CareerTok' CVs
264,0,0,0,0,it,walked away from climate talks - adding it was the,US President Joe Biden says China walked away from climate talks - adding it was the same thing with Russia and Putin
265,0,0,0,0,0,0,"South Africa to receive $8.5bn (£6.2bn) to end reliance on coal, in deal announced at COP26 climate summit"
266,0,0,0,0,Leonardo DiCaprio,COP26,Leonardo DiCaprio brings star power to Glasgow for COP26
267,0,0,0,0,0,over unagreed footage in trailer for Tiger King 2 .,Carole Baskin sues Netflix over unagreed footage in trailer for Tiger King 2
268,0,0,0,0,0,0,Elon Musk says Tesla has not signed deal with Hertz
269,Cocoa farmers,should receive a fairer price,0,0,Cocoa farmers,a fairer price for their products as a result of,Cocoa farmers should receive a fairer price for their products as a result of the deal made at the COP26 climate conference
270,0,0,0,0,India,0,Can India meet its climate change targets?
271,0,0,0,0,0,Biden asleep or just resting his eyes at the COP26,Was President Biden asleep or just resting his eyes at the COP26 climate summit?
272,0,0,0,0,0,0,Five dealmakers who will influence the outcome at COP26
273,0,0,0,0,0,one woman in Bangladesh,What the COP26 climate summit means for one woman in Bangladesh
274,0,0,0,0,0,Biden asleep or just resting his eyes at COP26 ?,Was Biden asleep or just resting his eyes at COP26?
275,0,0,0,0,0,0,Sir David Attenborough tells leaders the world is looking to you
276,0,0,0,0,0,0,Watch the BBC Global Climate Debate on @BBCiPlayer now
277,0,0,0,0,0,0,"“How can we wean the world off coal?”

BBC Global Climate Debate panellists respond to a question from Sydney, Australia"
278,0,0,0,0,0,0,Thousands of migrants and refugees camp on UN's doorstep
279,0,0,0,Fortnite,0,Chinese version of Fortnite to close .,Chinese version of Fortnite to close
280,0,0,0,0,Covid - 19 deaths,million worldwide .,Covid-19 deaths pass five million worldwide
281,0,0,0,Mount Augustus,0,"'s lesser - known sacred rock , Mount Augustus .","Protecting Australia's lesser-known sacred rock, Mount Augustus"
282,0,0,0,0,The pumpkins,0,The pumpkins taking a dive this Halloween
283,0,0,0,0,' Vax ',0,'Vax' declared Oxford English Dictionary's word of the year
284,0,0,0,0,0,0,Thailand reopens to vaccinated tourists from over 60 nations
